transliteration,meaning_en,meaning_ar,phnid,hieroglyphs
snt,basis (of statue),قاعدة (تمثال),16,𓋴𓌢𓈖𓏏𓊌𓌢𓈖𓏏𓊌
snt,flagstaff,سارية علم,16,𓌢𓏏𓏤
snt,sister,أخت,16,𓌢𓈖𓏏𓁐𓌢𓏏𓁐
snt,"in the construction (m snt r): in the likeness of, in according with",في التركيب (m snt r): مشابه لـ، مطابق لـ,16,𓊃𓈖𓏏𓏕𓏕𓏛
snt,a board-game,لعبة الداما,16,𓊃𓈖𓏏𓏠
snty,likeness,شبيه، تشابه,16,𓊃𓈖𓏏𓏭𓀾𓏛𓊃𓈖𓏏𓏭𓏯𓏛
sntt,"foundation, plan",خطة، أساس، قاعدة,16,𓍰𓏏𓏏𓈇𓊃𓈖𓏏𓏏𓍰
snT,"measure out (land), found (house), form (limbs), refix (eyes of dec’d)",يقيس (أرض)، يؤسس (منزل)، يشكل (الحدود),16,𓊃𓈖𓏏𓍰𓍰𓏏𓊃𓈖𓏏𓏯𓏛
snTy,cabin (on vessel),مقصورة,16,𓋴𓈖𓍿𓇌𓉱𓋴𓈖𓏏𓇌𓉱
snTr,incense,بخور,16,𓊹𓌢𓍿𓂋𓈓𓊹𓌢𓈖𓍿𓂋𓊹𓌢𓈖𓏏𓂋𓊸𓊹𓌢𓏏𓂋𓆳𓈒𓏥
snTr,"cense, consecrate",يبخر، يقدس,16,𓋴𓊹𓍿𓂋𓈒𓋴𓊹𓏏𓂋𓈒𓏛𓊹𓌢𓏏𓂋𓈓𓊹𓌢𓈖𓏏𓂋𓆵𓈒𓏥𓊸
snD,"fear (verb withn+ object), respect (verb withn+ object)",يخاف ( فعل معn+ مفعول)، يحترم ( فعل معn+ مفعول),16,𓅾𓀁𓋴𓐩𓈖𓆓𓅾
snDw,"timid, frightened man",خجول، خائف,16,𓅾𓅱𓀁𓀀𓅾𓏝
snDm,"sit, be seated, rest",يسمح، يُجلس، يستريح,16,𓋴𓇛𓅓𓀼𓋴𓇛𓅓𓀔𓋴𓇛𓅓𓁀
snDm,"make happy, make pleasant, ease (suffering), make content, please, give pleasure",يُسعد، يُرضي، يُخفف (معاناة),16,𓋴𓇛𓅓𓏛𓋴𓇛𓈖𓆓𓅓𓏛𓋴𓇛𓏛
snDnDn,incite,يُحرض,16,𓋴𓈖𓆓𓈖𓆓𓈖𓊮
snDt,noun: fear,خوف,16,𓅾𓏏𓏤𓊃𓈖𓆓𓏏𓅾
sr,"tress, wig, hide (of animal)",خصلة شعر، شعر مستعار، جلد حيوان,16,𓋴𓂋𓁸
sr,show (?) (something),يعرض (؟) (شيء),16,𓋴𓂋𓂻𓋴𓂋𓃱𓂻
sr,"foretell, make known",يتنبأ، يُخبر,16,𓋴𓂋𓃱𓀁𓋴𓂋𓏯𓀁𓋴𓂋𓏭𓃱
sr,"nobleman, magistrates",نبيل، حاكم,16,𓋴𓂋𓀙𓋴𓂋𓀔𓀀𓀙
sr,"sheep, (more specifically) ram",غنم، (بالتحديد) ظبي,16,𓊃𓂋𓃝𓋴𓃝
sr(i)t,ewe,نعجة,16,𓊃𓂋𓇋𓏏𓃝
sryt,cough,سعال,16,𓋴𓂋𓇌𓏏𓀁𓋴𓂋𓇌𓐎𓏥𓋴𓂋𓇌𓂐𓏥
sryt,standard,راية,16,𓋴𓂋𓇌𓏏𓋺𓋺
srw,goose,إوزة,16,𓊃𓂋𓅱𓅾𓋴𓂋𓅾
srwi,remove,يزيل,16,𓋴𓂋𓅱𓇋𓂻𓋴𓂋𓍢𓇋𓏭𓂻
srwx,"verb: foster, cherish, treat (medically), noun: treatment",يربي، يرعى، يعالج (طبيًا)، علاج، دواء,16,𓋴𓂋𓅱𓐍𓂡𓋴𓂋𓅱𓐍𓂧𓐏𓂡
srwt,prophecies,نبوءات,16,𓋴𓂋𓅱𓏏𓃱𓏪
srwt,body of magistrates,هيئة القضاة,16,𓋴𓂋𓅱𓏏𓀙𓏪𓋴𓂋𓏏𓀙
srwD,"strengthen, maintain, perpetuate, make to flourish, restore (buildings), make secure, provide, set right (wrong), fulfil (contract)",يُقوي، يُبقي، يصون، يُديم، يُزخرف، يجعل (شيء) مزدهر، يرمم (مباني)، يؤَمن، يزود، يصلح (خطأ)، يفي (بالوعد),16,𓋴𓂋𓆓𓎗𓌗𓋴𓂋𓌗𓋴𓂋𓅱𓌗𓏛𓊃𓂋𓅱𓂧𓌗𓋴𓌗𓂋𓎗𓅱𓆓𓏛𓋴𓂋𓌌𓌗𓏛
srf,"warm, noun: warmth, temperature, inflammation, fever, wood",يُدفئ، دفء، حرارة، اشتعال، حمى، حطب,16,𓋴𓂋𓆑𓊮𓊮𓋴𓂋𓆑𓊮𓏛
srf,"rest, relief",يرتاح، راحة,16,𓋴𓂋𓆑𓏛𓋴𓂋𓆑𓊮𓏛
srf,take one’s ease,يسترخي، مستريح,16,𓋴𓂋𓆑𓂉𓀁
srft,fever,حمى,16,𓋴𓂋𓆑𓏏𓐎𓏰𓏰𓏰
srmi,cause to weep,يُبكي,16,
srmt,a foodstuff and a beverage,المواد الغذائية والمشروبات,16,𓋴𓂋𓅓𓏏𓈓𓊃𓂋𓅓𓏏𓏋
srx,a government department,مقاطعة حكومية,16,𓋴𓂋𓐍𓉐
srx,memorial,نصب تذكاري,16,𓋴𓂋𓐍𓉵
srx,palace-façade design (bearing horus-name of king),تصميم واجهة القصر (يحمل الاسم الحوري للملك),16,𓋴𓂋𓐍𓊁
srx,guilty person,مذنب,16,𓋴𓂋𓐍𓅪𓀀
srx,"complain, lay information against, accuse",يشكو، يطرح معلومات ضد، يتهم,16,𓋴𓂋𓐍𓀁
srx,learn about (future events),عَلِم، أدرك (أحداث مستقبلية),16,𓋴𓂋𓐍𓏛
srxy,"accusation, reproach",اتهام، تهمة، عتاب، لوم,16,𓊃𓂋𓐍𓇌𓀁𓋴𓂋𓐍𓀁
srxw,"accuser, complainer, evil spirit",متهم، متذمر، روح شريرة,16,𓋴𓂋𓐍𓅱𓀁𓊃𓂋𓐍𓇌𓀁𓋴𓂋𓐍𓇌𓀁𓏱
srs,"awaken, take command of (corps)",يتولى قيادة (فيلق)، يوقظ,16,𓋴𓂋𓌘𓋴𓁺𓋴𓂋𓌗𓋴𓄛𓋴𓂋𓊃𓍟𓁺
srq,"inhale, permit to breathe (of throats)",يستنشق، يسمح بالتنفس (حناجر),16,𓋴𓂋𓈎𓏛
srqt,Serket / Selket (the scorpion goddess),سرقت / سلكت (إلهة علي هيئة عقرب),16,𓆫
srt,"thorn, spine",شوكة,16,𓋴𓂋𓏏𓇮
srd,"make to grow, plant (trees), erect (monuments)",يُنمي، يزرع (أشجار)، يقِيم (آثار),16,𓋴𓂋𓂧𓌗𓋴𓂋𓌗𓊃𓂋𓅱𓂧𓌗𓋴𓂋𓂧𓏛
sh,terrorize,إرهاب,16,𓋴𓉔𓂢𓂡
shA,hostility,عداء، خصومة,16,𓊃𓉔𓄿𓀜
shA,"be in confusion, confusion, confound (?) (someone)",يرتبك، ارتباك، يربك (شخص ما),16,𓋴𓉔𓄿𓃫𓀜
shAi,"bring down, make to fall",يُسقط,16,𓋴𓉔𓄿𓂻
shAyt,"infinitive of the causative verb (shai): bring down, make to fall",مصدر الفعل السببي (shAi): يُسقط,16,𓋴𓉔𓄿𓇌𓏏𓂻
shAt,discharge (medical),أطلق، أفرغ,16,𓋴𓉔𓄿𓏏𓂻
shp,govern,يحكم,16,𓋴𓉔𓊪𓂡
shri,"make content, make peace",يُسعد، يصنع صلح,16,𓋴𓉔𓂋𓏛
shrwt,"infinitive of the causative verb (shri):make content, make peace",مصدر الفعل السببي (shri): يُسعد، يصنع صلح,16,𓊃𓉔𓂋𓅱𓏏𓏛𓋴𓉔𓂋𓇌𓏏𓏛
shrt,ship,سفينة,16,𓊃𓉔𓂋𓏏𓊛
sH,counsel,نصيحة,16,𓊃𓎛𓏯𓏛
sH,council,مجلس,16,𓊃𓎛𓉲𓏛
sH,"booth, hall",مقصورة، قاعة,16,𓊃𓎛𓉲𓉐𓉲𓏤𓉐𓉲
sH-nTr,god’s booth,مقصورة الإله,16,𓊹𓉱
sHAi,"strip (someone), reveal (secret)",يجرد (شخص)، يكشف (سر),16,𓋴𓇉𓄿𓋳𓋴𓇉𓋳𓂡
sHAp,conceal,يكتم,16,𓋴𓇉𓄿𓊪𓋳𓂡
sHy,man of a good counsel,رجل حكيم,16,𓉲𓇌𓀀
sHyHt,gallinule,طائر السحنون,16,𓋴𓎛𓇌𓎛𓏏𓅭𓋴𓎛𓇋𓎛𓏏𓅭𓋴𓎛𓎛𓏏𓅭
sHyt,boat (with cabin),قارب (ذو مقصورة),16,𓊃𓎛𓇌𓏏𓊛
sHay,acclaim,يهتف,16,𓋴𓎛𓂝𓇌𓀠
sHwy,"collection, summary, assemblage (of recruits)",مجموعة، حشد (المجندين),16,𓋴𓎛𓍢𓏭𓅯𓏛𓏥𓅯𓅱𓏭𓏛𓏥𓋴𓎛𓏭𓅱𓏛
sHwy,"collect, assemble, join up (boundaries)",يجمع، يحشد، يضم (الحدود),16,𓋴𓎛𓏭𓅱𓏛𓋴𓎛𓍢𓅯𓀁𓋴𓎛𓏭𓅱𓅯𓏛
sHwa,shorten,يُقصر,16,𓋴𓎛𓅱𓂝𓅪
sHwr,vilify,يذم,16,𓋴𓎛𓅨𓂋𓀁𓋴𓎛𓅨𓂋𓇋𓀁
sHb,"make festive, adorn",يزين، يصنع احتفالاً,16,𓋴𓎛𓃀𓎱𓊃𓎳𓊃𓎛𓃀𓎱𓏛𓋴𓎛𓏭𓎱𓃀
sHm,"verb: crush, pound, noun: trituration",فعل: يسحق، يدق، يجرش، اسم: هرس، دق,16,𓋴𓈞𓅓𓍖𓂝𓊃𓎛𓍖𓋴𓈞𓈗𓋴𓎛𓅓𓍖
sHm,put a stop to,يُوقف,16,𓋴𓈞𓅓𓂽𓋴𓎛𓅓
sHn,decorate,يزين,16,𓊃𓎛𓆰𓈖𓏛
sHn,command,يأمر,16,𓋴𓎛𓆰𓈖𓂡𓋴𓎛𓌼𓈖
sHr,fly up,يطير,16,𓋴𓁷𓂋𓇯𓋴𓁷𓂋𓈐𓂻
sHri,"remove, exorcise, drive a way (foes), avert (face), deliver",يزيل، يتخلص,16,𓋴𓁷𓂋𓇋𓀜𓂻𓋴𓁷𓂋𓀜𓋴𓁷𓂋𓈐𓋴𓁷𓂋𓇋𓎅𓏛𓋴𓎛𓁷𓂋𓎅𓈐
sHsi,meet,يقابل,16,𓋴𓎛𓎿𓊃𓂻
sHqA,"cause to rule, install as ruler",يُحكِّم (أي يجعل شخص حاكم)، يعين (شخص) كحاكم,16,𓋴𓋾𓈎𓏛
sHqAi,"make high (a building), set up-right (a person), exalt (a god or king), extol (beauty, victories), prolong (lifetime or kingship)",يُعلى (مبنى)، يجعل (شخص) يقوم، يُمجد (إله أو ملك)، يجامل أو يمجد (الجمال، انتصارات)، يمد (حياة أو ملكية),16,𓋴𓈎𓄿𓀠𓋴𓈎𓀠𓋴𓈎𓄿𓀠𓏛
sHqr,make hungry,يُجوِّع,16,𓋴𓎛𓈎𓂋𓅪
sHtp,"propitiate, please, pacify, satisfy, provide for (temples), make gracious",يستعطف، يُرضي، يُهدأ، يُشبع حاجة، يُقدم (للمعابد)، يرأف,16,𓋴𓊵𓏏𓊪𓏛𓋴𓊵𓋴𓊵𓏏𓊪𓈀𓋴𓎛𓊵𓏏𓊪
sHtpy,censer,مبخرة,16,
sHtm,destroy,يُدمر,16,𓋴𓎛𓍃𓅓𓅭𓅪𓋴𓎛𓊨𓅓𓅯𓅪𓋴𓎛𓏏𓍃𓅪
sHtmw,destroyer,مدمر,16,𓋴𓎛𓍃𓅓𓅱𓅯𓅪𓀀
sHD,inspector,مفتش,16,𓋴𓌉
sHD,"illumine, gladden, make clear, reveal, shine, make illumination, make explanation, become pale",يُنور، يُفرح، يفسر، يُوضح، يلمع، يُضيء، يفسر، يوضح، يصبح شاحب,16,𓋴𓌉𓆓𓇳𓋴𓌉𓇶𓋴𓌋𓋴𓌉𓇼
sHDn,vex,يُغيظ,16,𓋴𓎛𓆓𓈖𓅪
sHDt,chest,صندوق,16,𓋴𓌉𓆓𓏏𓆱𓋴𓌉𓆓𓇳𓏏𓆱
sx,chop (of limbs),يقطع (أطراف),16,
sxA,spend the night,يقضي الليل,16,𓋴𓆼𓄿𓇰
sxA,"remember, call to mind, think about, mention",يُذكر، يستدعي للذهن، يفكر في، يشير إلى,16,𓋴𓆼𓄿𓀁𓋴𓐍𓆼𓄿𓀁
sxAw,"remembrance, memory, mention, memorial",ذكرى، ذاكرة، إشارة، تذكاري,16,𓋴𓆼𓄿𓅱𓀁𓋴𓆼𓄿𓍢𓇌𓀁𓋴𓆼𓇌𓀁𓋴𓆼𓄿𓀁𓋴𓆼𓀁𓋴𓆼𓅱
sxAx,hasten,يُسرع,16,𓋴𓐍𓆼𓄿𓐍𓂻𓋴𓆼𓐍𓂻
sxi,"hit, smite, beat",يضرب، يغلب,16,𓊃𓐍𓂬𓋴𓐍𓀜
sxi,be deaf,أصم,16,𓊃𓐍𓄔
sxay,"cause to appear (of god or king), display (object)",يتشبب في ظهور (ملك أو إله)، يُظهر (شيء),16,𓋴𓈍𓂝𓇌𓋴𓈍𓋴𓈍𓂝
sxar,enrage,يُغضب,16,𓋴𓈍𓂝𓂋𓀁
sxw,breadth,اتساع، عرض,16,𓋴𓐍𓅱𓎺𓋴𓐍𓅱𓎺𓏛
sxwy,slaughter-house,مذبح,16,𓋴𓐍𓅱𓏭𓉐
sxwn,dispute,نزاع، خلاف,16,𓋴𓐍𓃹𓈖𓀁𓋴𓐍𓃹𓈖𓂡
sxws,"make prosperous, deck out (tomb)",يُثري، يُجمل أو يزين (مقبرة),16,𓊃𓐍𓅱𓊃𓏛𓊃𓐍𓊃𓏛
sxwd,enrich,يُثري، يزخرف,16,𓋴𓐍𓂤𓅱𓂧𓏛𓋴𓐍𓅱𓂧𓏛𓏥𓋴𓐍𓂤𓂧𓏛𓋴𓐍𓅱𓂧𓐗𓏛
sxp,"conduct (someone), bring (offerings), display (decree)",يتصرف (شخص)، يحضر (قرابين)، يعرض (مرسوم),16,𓋴𓐍𓊪𓂻
sxpr,"bring into being, make, create, make grow (garden), bring up (child), breed (horses), bring about (event), effect (deed), foster (truth), turn, transform",يجلب للوجود، يصنع، يخلق، يُنمي (حديقة)، يربي (طفل)، يتناسب (خيل)، يتسبب في (حدث)، يدعم (الحقيقة)، ينعطف، يتحول,16,𓋴𓆣𓂋𓋴𓆣
sxm,forget,يُنسي,16,𓋴𓐍𓅓𓂜
sxm,founder,مؤسس,16,𓌂𓅓𓂻
sxm,"have power, give power, prevail, be grim (of face), powerful, power, grimness",قوي، يمتلك قوة، يعطي قوة، يفوز، متجهم أو محبط (الوجه)، قوة، كآبة,16,𓌂𓅓𓂡𓋴𓌂𓐍𓅓𓂡𓌂𓐍𓂡𓌂𓀜𓌂
sxm,"mighty one, power",قوي، قوة,16,𓌂𓀭
sxm,"scepter, sistrum",صولجان، صلصلة,16,𓌂𓏤𓋴𓐍𓅓𓆱
sxm,fane,معبد، مقصورة,16,𓊃𓐍𓅓𓂜𓉐
sxm-irf,potentate,عاهل,16,𓋴𓀭𓁹𓆑𓏣𓅓𓀜𓁹𓆑𓀴
sxmw,"mighty ones, powers",أقوياء، قِوى,16,𓋴𓌂𓅓𓐍𓅱𓂡𓏥𓌂𓅓𓅱𓂡𓏪𓌂𓏤𓏥
sxmw,"mighty ones, powers",,16,𓋴𓌂𓅓𓐍𓅱𓂡𓏥𓌂𓅓𓅱𓂡𓏪𓌂𓏤𓏥
sxmm,make warm,يُدفئ,16,𓋴𓐍𓅓𓅓
sxmxm-ib,"distract the heart (of someone), take recreation, enjoyment",يذهل أو يحير قلب (شخص)، يرفه، ترفيه,16,𓋴𓐍𓅓𓐍𓄣𓏤
sxmt,name of goddess: sakhmet,اسم إلهة: سخمت,16,𓌂𓐍𓏏𓏯𓅆
sxmt,power,قوة,16,𓌂𓅓𓏏𓏥
sxmty,the double crown,التاج المزدوج,16,𓌂𓐍𓏏𓏭𓋗𓌂𓏏𓏭𓋗𓌂𓐍𓏏𓋗𓌂𓏏𓋗𓌂𓐍𓏏𓏭𓋑𓋗
sxn,resting-place,مكان الاستراحة,16,𓊃𓐍𓈖𓅯
sxn,"alight, rest, dwell",ينزل على، يستريح، يقطن,16,𓋴𓐍𓈖𓅯𓋴𓐍𓈖𓏭𓅯𓋴𓐍𓈖𓅯𓏛𓋴𓐍𓈖𓂻
sxn,"swelling, gathering",تورم أو انتفاخ، تجمع,16,𓊃𓐍𓈖𓐎𓋴𓐍𓈖𓄹
sxn,kidney-fat,دهون كلوية,16,𓊃𓐍𓈖𓄹𓊃𓐍𓈖𓂘𓏌𓄹
sxn,"embrace, seek out, meet, occupy (a place)",يعانق، يحتضن، يبحث عن، يقابل، يشغل (مكان),16,𓊃𓐍𓈖𓂘𓊃𓐍𓈖𓂻
sxnw,a class of incantations (?),نوع من التعاويذ,16,𓋴𓐍𓈖𓏌𓍢𓂘𓀁𓏫
sxnS,make to stink,يجعل شيء ينتن,16,𓊃𓐍𓈖𓈙𓆛
sxnt,post,عمود,16,𓋴𓐍𓈖𓏏𓉽𓏪𓉽𓉽𓉽𓉽
sxnti,take southward,يُبحر جنوبًا,16,𓋴𓏃𓈖𓏏𓊛
sxnti,advance promote,يرفع، يُرقي,16,𓋴𓏃𓈖𓏏𓂉𓋴𓏃𓈖𓏏𓂉𓏛𓋴𓏃𓈖𓏏𓊛
sxr,"plan, counsel, determination",خطة، نصيحة، تقرير,16,𓋴𓐍𓂋𓀁
sxr,"plan, counsel, determination, governance, conduct, condition, fortune, affair, fashion, nature, custom",خطة، نصيحة، تقرير، حكم، سلوك، حالة، حظ، مسألة أو قضية، موضة، طبيعة، عرف، عادة,16,𓋴𓐍𓂋𓏛
sxr,"overthrow, throw down, force into place (dislocated bone)",إسقاط، يُسقط,16,𓋴𓐍𓂋𓀒𓋴𓐍𓀒𓋴𓀒
sxr-n-grH,Night,ليلاً، ليلياً,16,
sxry,captain (of ship),قبطان (سفينة),16,𓋴𓐍𓂋𓇌𓏛𓀀𓋴𓐍𓂋𓅱𓇌𓀀𓏪
sxrw,overflowing bowls,أوعية ممتلئة حتى فاضت,16,𓋴𓐍𓂋𓍢𓀒𓏌𓏥
sxrp,educate,يُعلم,16,𓋴𓆣𓂋𓏛
sxrt,roll (of papyrus),لفة (بردي),16,𓋴𓐍𓂋𓏏𓍼𓏤
sxs,"run, hurry, flee",يجري، يسرع، يهرب,16,𓊃𓐍𓊃𓂻𓋴𓐍𓋴𓂻𓊃𓐍𓊃𓀟
sxsw,runners,عدائين,16,𓋴𓐍𓋴𓍢𓂻𓏥
sxsf,create opposition,يخلق معارضة,16,𓋴𓍚𓀁
sxsx,run,يجري,16,𓋴𓐍𓋴𓐍𓂻
sxt,stone for patching (?),حجر (للترقيع),16,𓌦𓐍𓏏𓊌
sxt,"trap, snare, close (net), acquire (?) (wealth)",ينصب فخ، يصطاد بشرك، يغلق( شبكة)، يكسب (؟) (ثروة),16,𓋴𓐍𓏏𓌦𓂡𓌦𓂝
sxt,"weave, mould (bricks)",ينسج، يشكل (طوب),16,𓋴𓐍𓏏𓌦𓋴𓐍𓏏𓍢𓌦𓐍𓏏𓏴𓀜
sxt,name of goddess: the fen-goddess,ربة الأحراش,16,𓇏𓏏𓏤𓁐
sxt,"marshland, field, country (beside town)",مستنقع، حقل، ريف (بجوار القرية),16,𓇏𓏏𓈇𓋴𓐍𓏏𓇏𓈅
sxt,an offering loaf,تقديم رغيف قربان,16,𓊃𓐍𓏏𓈀
sxt,blow,ضربة,16,𓋴𓐍𓏏𓀜
sxt iArw,fields of rushes in the Beyond,حقول نبات الاسل في العالم الآخر,16,
sxt bint,a severe beating,ضرب مبرح,16,
sxty,run,يجري,16,𓋴𓐍𓏏𓏭𓂻
sxty,"peasant, fisherman, fowler",فلاح، صياد سمك، صياد طيور,16,𓇏𓏏𓏭𓀀
sxtyw,class of cattle,قطيع من الماشية,16,𓇏𓅂𓃒𓈓
sxd,"be upside down, be disordered (of dress)",يقلب، يكون مضطرب (ثوب),16,𓋴𓐍𓂧𓀡𓋴𓐍𓂧𓂡
sxdxd,"be upside down, hang down (of breasts), hang up, suspend",يقلب، يتدلى (أثداء)، يتدلى,16,𓋴𓐍𓂧𓐍𓂧𓀡𓋴𓐍𓂧𓐍𓂧𓂡
sS,scribe,كاتب,16,𓏞𓀀𓊃𓈙𓏛
sXAk,"strain, squeeze out",يشد، يبتز,16,𓋴𓆞𓄿𓎡𓋳𓀜𓋴𓆞𓄿𓎡𓂡
sXi,de deaf,أصم,16,𓊃𓄡𓄔𓊃𓄡𓏭𓄔
sXat,hare,أرنب وحشي,16,𓋴𓄡𓂝𓏏𓃹
sXb,swallow,يبلع,16,𓋴𓄡𓊪𓀁
sXb,swallow,يبلع,16,𓋴𓄡𓃀𓀁
sXbw,draught (of medicine),جرعة (دواء),16,𓋴𓄡𓃀𓍢𓈗
sXm,comb (flax),يمشط (كتان),16,𓊃𓄡𓅓𓂷𓂡
sXm,"be hasty, impetuous",متسرع، متهور,16,𓊃𓄡𓅓𓂻𓊃𓄡𓅓𓀜
sXn,demolish,يُحطم، ينهار,16,𓋴𓄡𓈖𓊊𓀜
sXr,milk,يحلب,16,𓊃𓄡𓂋𓂒𓊃𓄡𓂋𓂡
sXr,"sweep, brush over, overlay, stroke",تمشيط، يُغطي، يصدم,16,𓋴𓄡𓂋𓂝𓋴𓄡𓂋𓏤𓋴𓄡𓂋𓂡𓊃𓐍𓂋𓀜
sXrw,a linen fabric,نسيج الكتان,16,𓊃𓄡𓂋𓅱𓋳𓏪
sXkr,"decorate, adorn, burnish",يزين، يُلمع,16,𓋴𓄡𓎡𓂋𓐬𓋴𓄡𓎡𓂋𓏯𓏛𓋴𓄡𓎡𓐬𓋴𓐬𓏛
ss,hurry,يسرع,16,𓋴𓋴𓂻𓅭𓊄𓋴𓇋𓋴𓇋𓂻
ss,"burn, ashes",يحرق، رماد,16,𓊃𓊃𓊮
ssAi,"satisfy, make wise",يُرضي، يُعَقل,16,𓋴𓋴𓐟𓄿𓀁
ssAw,satisfaction,رضا,16,𓋴𓋴𓐟𓅱𓀁
ssAw,"provisions, sustenance",مؤن، قوت,16,𓋴𓋴𓐟𓄿𓍢𓀁𓋴𓋴𓐟𓄿𓏌𓏐𓈀
sswt,a metallic inlay,ترصيع معدني,16,𓋴𓋴𓏏𓅱𓈔𓏥𓋴𓋴𓃹𓈖𓊮𓋴𓋴𓃹𓈖𓅪𓋴𓋴𓇬𓈖𓅪
ssbi,dispatch (army),يُرسل (جيش),16,𓊃𓊄𓃀𓂻
ssbq,honour (someone),يُكَرم (شخص),16,𓋴𓋴𓃀𓈎𓏛
ssbt,make to laugh,يُضحك,16,𓋴𓋴𓃀𓏏𓄑𓀁
sspd,"make ready, supply, prepare (food), enliven (the downcast), penetrate",يُجهز، يزود، يُعد (طعام)، يخترق,16,𓋴𓋴𓊪𓂧𓇮𓏛𓋴𓋴𓇮𓏛𓋴𓋴𓊪𓂧𓏛
ssf,soothe,يُسكن، يُلطف,16,𓊃𓊃𓆑𓂉
ssfw,garments,ملابس,16,𓊃𓊃𓆑𓅱𓋳𓏥
ssm,horse,حصان,16,
ssmt,"(generically) horse, (specifically) mare,",حصان (بصفة عامة) ، أنثي الخيل (تحديدًا),16,𓋴𓋴𓅓𓏏𓄛
ssn,"breathe, smell",يتنفس، يشم,16,𓋴𓋴𓈖𓂉𓋴𓋴𓂉
ssnb,"preserve, heal",يحافظ على، يعالج,16,𓋴𓋴𓈖𓃀𓏛
ssnDm,a costly wood,خشب غالي,16,𓋴𓋴𓇛𓅓𓆭𓋴𓋴𓈖𓇛𓆱𓋴𓋴𓇛𓆭
ssnDm,a costly wood,,16,𓋴𓋴𓇛𓅓𓆭𓋴𓋴𓈖𓇛𓆱𓋴𓋴𓇛𓆭
ssrd,plant (garden),يزرع (حديقة),16,𓋴𓋴𓂋𓂧𓇝
ssH,"destroy (enemies), shatter (heads)",يدمر (أعداء)، يهشم (رؤوس),16,𓋴𓋴𓎛𓂡𓋴𓋴𓎛𓅪
ssxm,strengthen,يُقوي,16,𓋴𓋴𓌂𓅓
sst,"infinitive ofsnn“breathe, smell”",مصدر الفعلsnnيتنفس، يشم,16,𓋴𓋴𓏏𓂉
sst,calf (?) (of leg),بطن الرجل,16,𓋴𓋴𓏏𓂾
sS,"verb: write, inscribe, paint, draw, enroll (troops), noun: writing, depiction, record, papyrus-roll, letter, document",يكتب، يرسم، يسجل (قوات)، كتابة، تصوير، سِجل، لفة بردي، رسالة، وثيقة,16,𓏞𓏛𓊃𓈙𓏞𓏝𓋴𓈙𓏞𓏛𓊃𓈙𓏝
sS,marsh,مستنقع,16,𓈇
sS,threshold,عتبة,16,𓊃𓈙𓏴𓉐𓊃𓈙𓏴𓂻𓈇
sS,cut (linen),يقطع (كتان),16,
sS -a-n-nswt,King’s records scribe,كاتب السجلات الملكي,16,𓇓𓏏𓈖𓂝𓈖𓏞
sS a n nsw,king's records-scribe,كاتب سجلات الملك,16,
sS Sat,secretary,امين سر,16,𓏞𓀀𓈙𓂝𓏏𓍼
sS qdwt,draughtsman,رسام,16,
sS dnit,scribe of distribution,الكاتب المسؤول عن التوزيع,16,𓏞𓀀𓂧𓈖𓄔𓏏𓏛
sSA,prayer,صلاة,16,𓊃𓆷𓄿𓄃𓏛
sSA,"beseech, pray",يلتمس، يتضرع,16,𓋴𓆷𓄿𓀁𓊃𓆷𓀁𓊃𓆷𓀃𓊃𓈙𓄿𓏭𓀁
sSA,make progress,يحرز تقدم,16,𓊃𓆷𓄿𓂻
sSAt,name of divine: seshat,اسم إلهة: سشات,16,𓋇𓏏𓁐𓋴𓈙𓄿𓏏𓅆
sSy,nest,عش,16,𓅸𓈙𓈙𓉐𓈙𓈙𓅸
sSw,lose (by theft),يفقد (بالسرقة),16,𓋴𓆄𓅱𓅪
sSw,dry (something),يجفف (شيء),16,𓋴𓆄𓅱𓇳
sSw,disk (of metal),قرص (معدني),16,𓊃𓈙𓏴𓅱𓈒𓊃𓈙𓋴𓈙𓏭𓏴𓏛𓏥
sSwA,"impoverish, deprive",يُضف، يُفقر، يحرم، يجرد,16,𓋴𓈙𓍯𓄿𓀃𓅪
sSp,"be white, be bright, make bright, lighten (darkness), light",أبيض، فاتح اللون، يُفتح، ينير (الظلام)، نور,16,𓋴𓈙𓊪𓇶𓋴𓈙𓊪𓇳𓊏𓊪𓇶
sSm,"guidance, procedure, conduct, business, expenditure, state of affairs, state, condition, nature",ارشاد، اجراء، إدارة، عمل، إنفاق، الوضع الراهن، حالة، طبيعة,16,𓋴𓌫𓅓𓏛𓏥𓋴𓌬𓅓𓏛𓋴𓌬𓐝𓂻𓋴𓌬𓂻𓋴𓈙𓌬𓋴𓌬𓏛
sSm,"lead, guide, rule, govern, show (the way), conduct (war, work, etc), instruct (people)",يقود، يرشد، يظهر (الطريق)، يقود (حرب، عمل، إلخ)، يأمر (ناس),16,𓋴𓌬𓅓𓂻𓊃𓌬𓅓𓂻𓋴𓌬𓂻𓋴𓌫𓅓𓏝𓌬
sSmw,"statue, portrait, image, counterpart",تمثال، صورة، نسخة مطابقة,16,𓋴𓌫𓅓𓅱𓀭𓋴𓌬𓅓𓏛
sSmw,"ruler, leader",حاكم، قائد,16,𓋴𓌬𓅓𓅱𓂻𓀀𓋴𓈙𓌬𓅱𓋴𓌬𓅓𓂻𓀀𓋴𓌬𓅓𓇌𓂻𓋴𓌬𓅓𓇌𓀀
